N,P,K,temperature,humidity,ph,rainfall,label
83,62,31,15.57432622,51.46425575,6.67,957.1076127,Olive
109,55,34,15.96528138,54.20939427,6.89,1088.730806,Olive
104,77,26,16.94593672,48.4544292,6.57,1058.428885,Olive
96,62,25,16.27794444,43.93722734,6.9,911.0805716,Olive
102,78,35,15.69250991,45.07277284,6.34,983.5977648,Olive
111,76,28,15.01987166,41.95673179,6.83,1015.9061,Olive
108,80,25,18.3850376,56.07588085,6.39,1047.631091,Olive
84,61,35,15.03371412,63.97028862,6.56,1021.403277,Olive
102,73,32,19.15085283,51.63327337,6.39,1039.583238,Olive
112,71,25,15.19758046,54.15781756,6.84,967.5807988,Olive
97,63,30,19.96003996,54.15716991,6.35,1046.744102,Olive
87,62,32,18.4445728,52.25401143,6.27,945.9227058,Olive
85,76,32,19.28404165,48.02369142,6.88,1005.909543,Olive
115,80,33,17.37702661,41.64546187,6.7,1075.382392,Olive
102,57,35,15.96944982,58.37127324,6.26,938.8886447,Olive
106,59,29,17.59717039,53.71003472,6.11,914.728825,Olive
110,70,26,17.44723099,53.24758225,6.73,1055.361324,Olive
115,68,34,19.6982857,43.56813319,6.08,1060.736349,Olive
91,78,31,19.25465511,42.38875479,6.28,929.713957,Olive
116,69,33,16.06073725,50.44118248,6.44,1054.224913,Olive
110,73,25,19.81224886,47.08969402,6.47,1078.642304,Olive
117,80,29,16.92856056,44.99546407,6.53,928.6442447,Olive
108,68,35,18.06295326,43.80887185,6.54,1096.091545,Olive
107,75,26,15.34545093,53.55221237,6.13,986.0821141,Olive
86,77,35,16.61888559,58.46694687,6.09,985.7008992,Olive
116,69,32,18.86733078,53.30011397,6.89,1090.694298,Olive
104,70,27,17.00755855,51.2272172,6.29,1091.448419,Olive
95,55,27,18.54911342,54.50525766,6.38,1095.258531,Olive
118,60,35,15.06131145,47.45989285,6.04,1049.86996,Olive
84,66,30,18.52482506,57.99782782,6.23,1047.810297,Olive
115,74,31,18.42639918,52.13293927,6.74,1035.269754,Olive
119,62,30,18.1375745,64.41331877,6.89,1004.203101,Olive
118,67,27,17.64395488,58.86261177,6.1,953.3451924,Olive
120,67,26,18.11884636,46.23108542,6.57,1017.289711,Olive
83,75,25,16.76331899,45.67241635,6.0,1023.437364,Olive
115,66,27,18.58694197,55.41621165,6.78,1003.678711,Olive
93,73,31,15.44655604,63.97922163,6.79,1060.039574,Olive
117,63,28,16.30713506,49.39252641,6.44,989.7070139,Olive
103,73,27,16.15580669,57.40788763,6.25,1072.020332,Olive
97,71,31,19.62585376,46.96598197,6.79,919.2165667,Olive
98,79,35,19.3822635,56.73383673,6.11,1059.13766,Olive
80,69,26,19.64714467,59.99283807,6.83,910.6038258,Olive
102,77,35,15.15991524,47.81802655,6.83,979.1041336,Olive
99,56,30,16.16560732,41.61135546,6.82,1049.54623,Olive
111,66,32,15.7786328,57.15623851,6.55,958.9351473,Olive
87,77,35,15.03506401,42.79818357,6.86,917.3115297,Olive
98,69,30,15.00644042,47.61348445,6.57,939.5442089,Olive
97,66,32,15.36441275,57.10869685,6.27,1021.784464,Olive
113,69,29,16.12112468,59.10302401,6.52,910.4742977,Olive
106,71,35,19.12977734,60.38935428,6.99,1021.528993,Olive
119,65,29,18.48832681,40.53444835,6.57,973.5361399,Olive
117,80,34,17.02984785,45.99200013,6.02,905.9384744,Olive
82,71,27,19.79930817,56.40469053,6.61,985.8466193,Olive
108,78,29,18.39903493,46.39337654,6.93,1012.529099,Olive
87,77,26,17.51424764,46.70939798,6.98,950.213665,Olive
114,66,31,17.32540268,53.08598137,6.85,1011.313843,Olive
104,69,32,19.67433523,53.39901797,6.44,904.6699241,Olive
98,59,32,15.24714858,64.20304892,6.1,965.3179839,Olive
84,57,25,17.89527977,51.36778795,6.17,926.0441269,Olive
84,72,34,19.80142854,45.81727258,6.56,913.4403633,Olive
114,64,29,15.94669456,47.49724742,6.55,946.4426259,Olive
82,68,34,17.90777422,52.54604102,6.14,986.0114724,Olive
105,72,28,15.5305064,54.22666873,6.07,1002.700671,Olive
108,70,34,16.94072387,57.4781473,6.14,1003.123893,Olive
96,77,32,17.66986787,49.23144279,6.51,961.9255601,Olive
87,59,25,15.08747425,54.76248487,6.26,914.2600611,Olive
89,73,34,15.16579245,48.09179386,6.82,1087.459864,Olive
111,76,29,17.19747408,52.63259646,6.6,1038.174333,Olive
106,63,25,18.34305829,41.62227194,6.21,919.618184,Olive
82,74,26,16.70695739,53.65136497,6.71,1067.545534,Olive
89,61,31,18.55168426,64.41087878,6.69,1007.029904,Olive
96,79,28,16.22123413,44.83826481,6.67,1035.933685,Olive
96,79,25,18.85873701,50.42082374,6.67,906.801911,Olive
99,63,25,16.90753714,44.10651517,6.43,991.667769,Olive
95,62,35,15.63096127,61.7563973,6.0,1046.653089,Olive
95,65,33,18.70774986,49.93338202,6.11,1033.741723,Olive
100,73,33,15.77530913,59.8054172,6.42,1032.382554,Olive
100,77,25,15.23667014,56.65274179,6.75,1077.022721,Olive
94,74,33,17.36292584,58.88820796,6.75,970.8180774,Olive
120,80,30,15.87717291,54.48802171,6.04,951.0841164,Olive
107,56,33,18.14361805,47.14910515,6.46,984.0610422,Olive
118,65,34,17.14947853,52.53134105,6.67,1010.822062,Olive
84,79,29,17.14671888,60.50010869,6.72,949.4963373,Olive
110,74,28,17.32302798,47.15879978,6.73,1089.012466,Olive
96,71,35,16.75599926,43.70702936,6.87,1058.001638,Olive
100,78,35,16.09514146,53.35663427,6.54,948.3530479,Olive
116,59,35,17.68406037,48.56521593,6.1,1077.142526,Olive
89,69,31,19.02510019,43.61998467,6.94,1043.614923,Olive
87,69,30,19.87228939,58.44446213,6.78,978.6166634,Olive
112,65,34,16.1632344,63.22101298,6.72,966.1850629,Olive
98,66,30,19.25147694,64.3849233,6.82,1080.912984,Olive
110,76,26,16.99750878,61.58373331,6.09,910.2478949,Olive
108,64,29,17.98237761,40.87190127,6.53,933.0209,Olive
110,71,27,18.51652109,40.23811556,6.53,997.9532585,Olive
12,68,18,13.18349572,40.41817147,4.94,777.7223439,Gooseberry(Amla)
19,65,19,11.42136609,41.20529206,4.93,793.2997727,Gooseberry(Amla)
7,61,18,10.88535616,43.1394057,4.79,652.5542235,Gooseberry(Amla)
32,64,24,12.2281478,44.48835253,4.74,790.200753,Gooseberry(Amla)
13,52,19,11.06663044,35.65323589,4.2,761.0586701,Gooseberry(Amla)
25,70,22,10.94210015,43.36619414,4.1,682.5036915,Gooseberry(Amla)
19,46,19,12.39660316,42.4588869,4.96,749.4500022,Gooseberry(Amla)
33,45,18,14.74429474,37.75100645,4.41,776.939285,Gooseberry(Amla)
17,70,21,13.76188457,41.83334465,4.21,677.3671009,Gooseberry(Amla)
18,45,16,13.12709207,40.29520128,4.12,711.9110662,Gooseberry(Amla)
0,47,23,11.68270295,37.10550235,4.93,751.1730555,Gooseberry(Amla)
3,57,21,8.516391112,35.43493626,4.69,735.9097146,Gooseberry(Amla)
4,65,20,12.3012283,36.92488933,4.42,729.4658749,Gooseberry(Amla)
28,64,24,13.8741883,37.53630104,4.59,781.3188636,Gooseberry(Amla)
17,64,18,9.171480856,35.56721862,4.63,793.917407,Gooseberry(Amla)
12,51,23,11.02117123,37.77693745,4.01,755.6524852,Gooseberry(Amla)
25,70,19,9.643517963,39.0300388,4.81,754.3642707,Gooseberry(Amla)
12,58,25,8.483115615,35.31743595,5.0,722.9381268,Gooseberry(Amla)
1,51,16,9.965091606,41.27422761,4.78,787.5673495,Gooseberry(Amla)
11,50,23,9.775533498,41.70005564,4.35,766.9900661,Gooseberry(Amla)
35,54,25,13.45212434,38.17299963,4.98,672.6844391,Gooseberry(Amla)
36,45,15,13.97952084,36.17304661,4.94,742.6061326,Gooseberry(Amla)
14,51,24,11.02154813,44.9111468,4.77,685.6905131,Gooseberry(Amla)
29,52,16,9.850987803,42.06144234,4.27,721.0063127,Gooseberry(Amla)
24,49,17,10.91205873,35.31213519,4.7,784.6319688,Gooseberry(Amla)
37,46,16,12.02512483,38.96708038,4.51,737.5300105,Gooseberry(Amla)
2,64,18,9.162403941,35.01324069,4.32,726.021148,Gooseberry(Amla)
38,48,15,8.124771819,39.55764201,4.38,686.9297417,Gooseberry(Amla)
28,50,18,14.8926998,36.06401485,4.04,793.0160299,Gooseberry(Amla)
27,57,15,9.70136396,39.64949593,4.45,636.7050401,Gooseberry(Amla)
1,61,17,9.130904882,37.41922414,4.43,690.4495672,Gooseberry(Amla)
17,69,20,12.57192875,38.91486817,4.71,696.305845,Gooseberry(Amla)
25,50,20,13.07320902,40.36199874,4.05,698.035351,Gooseberry(Amla)
3,54,16,11.5711801,44.70083706,4.68,662.3386565,Gooseberry(Amla)
30,67,22,11.02795497,37.60892331,4.86,688.7193199,Gooseberry(Amla)
36,70,25,12.18165191,40.55424968,4.51,720.3730073,Gooseberry(Amla)
16,48,24,8.471879499,41.75143879,4.71,719.7499828,Gooseberry(Amla)
21,48,19,8.434293047,35.26099001,4.49,775.0904462,Gooseberry(Amla)
36,65,17,11.5868301,39.10055541,4.39,711.3853986,Gooseberry(Amla)
6,54,16,10.17073288,41.76537615,4.49,711.3481392,Gooseberry(Amla)
22,64,17,11.26426679,41.34368736,4.51,716.9117667,Gooseberry(Amla)
3,49,23,8.040295261,36.74631684,4.56,716.3447346,Gooseberry(Amla)
33,62,22,14.81328538,44.16484421,4.7,661.3123895,Gooseberry(Amla)
3,45,21,12.31172217,43.27896418,4.41,685.8770525,Gooseberry(Amla)
28,58,20,13.21136156,37.88199825,4.45,781.7611094,Gooseberry(Amla)
11,60,15,10.98174106,42.98509009,4.87,764.2071164,Gooseberry(Amla)
11,59,21,9.937665652,36.03721874,4.78,758.9595502,Gooseberry(Amla)
12,47,15,8.236779886,42.30416559,4.35,710.964381,Gooseberry(Amla)
29,53,21,10.53323413,44.5562266,4.84,719.1177705,Gooseberry(Amla)
33,47,25,13.41841768,40.9857798,4.41,758.7176945,Gooseberry(Amla)
7,59,22,8.74125494,35.52034726,4.92,767.9121014,Gooseberry(Amla)
21,53,24,13.39742821,37.3880661,4.38,774.9006794,Gooseberry(Amla)
23,66,20,8.271401358,42.42130974,4.41,671.4702515,Gooseberry(Amla)
14,46,24,12.22724778,41.47294876,4.49,784.8461402,Gooseberry(Amla)
29,62,20,12.54349393,42.167372,4.58,747.2823715,Gooseberry(Amla)
32,59,19,11.27550658,35.69429791,4.42,697.1448145,Gooseberry(Amla)
10,50,25,13.08415793,36.56863401,4.17,780.7582194,Gooseberry(Amla)
34,55,18,8.500921492,43.608248,4.49,667.7026838,Gooseberry(Amla)
31,50,19,14.65711903,44.50032508,4.03,759.8668857,Gooseberry(Amla)
19,54,16,13.56540057,39.31723707,4.29,675.0516914,Gooseberry(Amla)
34,70,17,9.442174483,36.39663332,4.1,798.6501089,Gooseberry(Amla)
22,68,15,8.91970892,36.18612165,4.28,713.3816054,Gooseberry(Amla)
28,46,17,12.66033083,44.74136612,4.99,633.5690812,Gooseberry(Amla)
23,66,17,8.268363441,44.60496196,4.2,710.4743263,Gooseberry(Amla)
33,53,25,9.533699319,40.8602663,4.61,660.444068,Gooseberry(Amla)
16,58,24,13.26241141,42.07283727,4.14,758.9614386,Gooseberry(Amla)
39,64,25,13.33942111,35.05052424,4.45,797.2875806,Gooseberry(Amla)
21,70,15,8.399364124,40.67697608,4.7,679.7620882,Gooseberry(Amla)
38,52,17,12.36798351,40.53546741,4.09,661.2510631,Gooseberry(Amla)
37,67,15,12.56238104,40.57254343,4.78,694.8701442,Gooseberry(Amla)
33,67,20,9.904184837,42.98626176,4.71,770.1572839,Gooseberry(Amla)
17,48,23,12.79302609,42.49660495,4.28,679.406986,Gooseberry(Amla)
40,55,21,11.97745282,43.07787816,4.54,705.9977972,Gooseberry(Amla)
20,70,22,12.6831766,39.27068193,4.17,732.9219988,Gooseberry(Amla)
12,49,23,9.809617412,44.15064857,4.49,706.6124855,Gooseberry(Amla)
11,64,20,13.92618779,42.07068629,4.69,693.8631341,Gooseberry(Amla)
2,54,22,8.62645692,38.67024162,4.2,720.5153516,Gooseberry(Amla)
22,47,16,10.30846812,38.52295811,4.68,649.6648279,Gooseberry(Amla)
8,47,24,9.496507383,35.71363536,4.34,771.5770751,Gooseberry(Amla)
37,49,22,12.72439572,38.05575513,4.75,794.0734152,Gooseberry(Amla)
9,56,17,8.621312884,38.41593396,4.8,736.9155368,Gooseberry(Amla)
12,60,24,8.419694554,39.50489471,4.73,640.4862006,Gooseberry(Amla)
30,57,18,12.28356693,38.35499359,4.96,680.1453847,Gooseberry(Amla)
2,68,16,13.36219258,35.45943878,4.05,791.0411152,Gooseberry(Amla)
38,64,22,12.67602221,38.10585445,4.46,691.2795651,Gooseberry(Amla)
39,69,25,12.42543158,37.7032463,4.84,691.5354732,Gooseberry(Amla)
19,67,22,14.13254562,42.48429215,4.97,630.0502219,Gooseberry(Amla)
5,54,17,13.65571074,40.93780108,4.29,767.5578579,Gooseberry(Amla)
20,45,19,10.96875836,41.63734297,4.34,675.2437924,Gooseberry(Amla)
8,55,18,11.66907291,44.04355723,4.74,741.0953128,Gooseberry(Amla)
40,68,21,11.39489821,35.16660171,4.23,764.7703868,Gooseberry(Amla)
21,66,19,11.16505677,36.80312022,4.55,775.1114819,Gooseberry(Amla)
13,60,25,9.807296281,37.11529274,4.26,632.1623145,Gooseberry(Amla)
12,52,17,11.17959946,43.44346715,4.1,732.8591787,Gooseberry(Amla)
35,55,23,11.02328595,36.85309864,4.56,630.6787607,Gooseberry(Amla)
1,55,24,13.79687149,35.13754653,4.42,705.455074,Gooseberry(Amla)
8,47,21,13.05066851,44.36007637,4.04,727.9671634,Gooseberry(Amla)
10,51,25,10.30042372,43.8774814,4.8,667.9507496,Gooseberry(Amla)
31,53,24,14.97217967,37.79540385,4.18,700.1046494,Gooseberry(Amla)
13,58,24,13.42307867,39.98385345,4.63,632.7460213,Gooseberry(Amla)
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice
69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,rice
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice
78,58,44,26.80079604,80.88684822,5.108681786,284.4364567,rice
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice
85,38,41,21.58711777,82.7883708,6.2490506560000005,276.65524589999995,rice
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618000001,rice
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,rice
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice
97,59,43,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,rice
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice
92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,rice
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,rice
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,rice
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize
76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,maize
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize
90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize
66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,maize
63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,maize
70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,maize
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize
66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,maize
